,image_path,question,answer,fact_link,fact
305,./data_v3/images/110201020220621153431.jpg,이미지 속 미국 요리는 뭐야,샌드위치,ko.dbpedia/544,"['샌드위치', 'subject', '미국_요리']"
306,./data_v3/images/110100720220620112806.jpg,이미지 속 금관 악기는 음역이 몇이야,130,"ko.dbpedia/769,ko.dbpedia/773","['호른', 'subject', '금관_악기']"
307,./data_v3/images/110201020220621154041.jpg,이미지 속 영국 요리는 뭐야,샌드위치,ko.dbpedia/548,"['샌드위치', 'subject', '영국_요리']"
308,./data_v3/images/110201020220621153330.jpg,이미지 속 샌드위치는 어느 나라 요리니,영국,ko.dbpedia/548,"['샌드위치', 'subject', '영국_요리']"
309,./data_v3/images/110101620220620160649.jpg,트럼펫은 무슨 악기에 속하니,금관 악기,ko.dbpedia/741,"['트럼펫', 'subject', '금관_악기']"
310,./data_v3/images/110201020220621152800.jpg,이미지 속 영국 요리는 뭐야,샌드위치,ko.dbpedia/548,"['샌드위치', 'subject', '영국_요리']"
311,./data_v3/images/120100320220622164724.jpg,나비는 어디에 속하니,선훼아목,"ko.dbpedia/1410,ko.dbpedia/1415","['나비', 'subject', '나비']:['나비', '아목', '선훼아목']"
312,./data_v3/images/110400320220621175010.jpg,교통에 필요한 주의 및 규제 등을 표시하는 표지판은 뭐야,교통표지,ko.dbpedia/311,"['교통표지', 'subject', '교통표지']"
313,./data_v3/images/110200320220621153108.jpg,햄버거의 문화어는 뭐니,다진 쇠고기와 빵,"ko.dbpedia/593,ko.dbpedia/599","['햄버거', 'subject', '햄버거']"
314,./data_v3/images/110200320220621160904.jpg,감자는 무엇에 포함되는 식물일까,가지과,ko.dbpedia/8682,"['감자', '과', '가지과']"
315,./data_v3/images/120100320220622164802.jpg,나비는 어떤 동물이야,선훼아목 동물,ko.dbpedia/1415,"['나비', '아목', '선훼아목']"
316,./data_v3/images/110101320220620115615.jpg,건반 악기인 피아노는 어느 나라의 발명품일까,이탈리아,"ko.dbpedia/757,ko.dbpedia/758","['피아노', 'subject', '이탈리아의_발명품']:['피아노', 'subject', '건반_악기']"
317,./data_v3/images/110200820220621142559.jpg,도넛을 문화어로 뭐라고 해,가락지빵,"ko.dbpedia/520,ko.dbpedia/525","['도넛', 'subject', '도넛']"
318,./data_v3/images/110200920220621150933.jpg,이미지 속 후식은 뭐야,케이크,ko.dbpedia/567,"['케이크', 'subject', '후식']"
319,./data_v3/images/110100320220620152828.jpg,첼로는 무엇에 해당하는 악기야,현명악기,ko.dbpedia/724,"['첼로', 'subject', '현명악기']"
320,./data_v3/images/110100820220620162934.jpg,기타는 무슨 악기니,현명악기,ko.dbpedia/648,"['기타', 'subject', '현명악기']"
321,./data_v3/images/110500120220622131221.jpg,빛이나 소리가 들어오거나 들어오지 못하도록 벽에 만든 구조물은 뭐니,창,"ko.dbpedia/128,ko.dbpedia/129","['창_(건축)', 'subject', '창_(건축)']"
322,./data_v3/images/110100820220620132726.jpg,기타는 무슨 악기야,현명악기,ko.dbpedia/648,"['기타', 'subject', '현명악기']"
323,./data_v3/images/110101320220620113313.jpg,피아노는 무슨 악기야,건반 악기,ko.dbpedia/758,"['피아노', 'subject', '건반_악기']"
324,./data_v3/images/110200520220621175415.jpg,피자는 어느 나라 요리니,이탈리아,ko.dbpedia/582,"['피자', 'subject', '이탈리아_요리']"
325,./data_v3/images/120100420220622171544.jpg,잠자리는 무슨 동물이니,절지동물,ko.dbpedia/1627,"['잠자리', '문', '절지동물']"
326,./data_v3/images/120100120220622142147.jpg,개미는 무엇에 해당하는 동물이니,벌아목,ko.dbpedia/1370,"['개미', '아목', '벌아목']"
327,./data_v3/images/110200820220621143513.jpg,이미지 속 중국 요리는 뭐야,도넛,ko.dbpedia/524,"['도넛', 'subject', '중국_요리']"
328,./data_v3/images/110200520220621174552.jpg,피자는 어느 나라 발명품일까,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
329,./data_v3/images/110101620220620155218.jpg,트럼펫은 무엇에 사용되는 악기일까,군악,ko.dbpedia/740,"['트럼펫', 'subject', '군악']"
330,./data_v3/images/110101320220620132045.jpg,피아노은 무슨 악기니,건반 악기,ko.dbpedia/758,"['피아노', 'subject', '건반_악기']"
331,./data_v3/images/110100720220620155523.jpg,이미지 내 음역이 130인 악기는 무엇에 속하니,금관 악기,"ko.dbpedia/769,ko.dbpedia/773","['호른', 'subject', '금관_악기']"
332,./data_v3/images/110100820220620161802.jpg,기타는 무슨 악기니,현명악기,ko.dbpedia/648,"['기타', 'subject', '현명악기']"
333,./data_v3/images/120100420220622173808.jpg,잠자리는 무엇에 속한 동물이야,유시아강,ko.dbpedia/1628,"['잠자리', '아강', '유시아강']"
334,./data_v3/images/110100520220620165731.jpg,드럼 세트는 어떤 악기니,타악기,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
335,./data_v3/images/110100120220620135857.jpg,아코디언은 어떤 악기야,기명악기,ko.dbpedia/690,"['아코디언', 'subject', '기명악기']"
336,./data_v3/images/110200920220621151627.jpg,숟가락은 무슨 제품으로 되어 있니,금속,ko.dbpedia/4997,"['숟가락', 'subject', '금속_제품']"
337,./data_v3/images/110101620220620162310.jpg,이미지 속 군악에 사용되는 기명악기의 이름은 뭐니,트럼펫,"ko.dbpedia/737,ko.dbpedia/740","['트럼펫', 'subject', '기명악기']:['트럼펫', 'subject', '군악']"
338,./data_v3/images/110101320220620132813.jpg,이탈리아의 발명품인 건반 악기 이름은 무엇일까,피아노,"ko.dbpedia/757,ko.dbpedia/758","['피아노', 'subject', '이탈리아의_발명품']:['피아노', 'subject', '건반_악기']"
339,./data_v3/images/110600120220622131541.jpg,테디 베어는 어느 나라에서 만들어진 인형이니,미국,"ko.dbpedia/953,ko.dbpedia/956","['테디_베어', 'subject', '인형']:['테디_베어', 'subject', '미국의_발명품']"
340,./data_v3/images/110200820220621143306.jpg,이미지 속 영국 요리는 뭐야,도넛,ko.dbpedia/521,"['도넛', 'subject', '영국_요리']"
341,./data_v3/images/120100220220624115710.jpg,이미지 속 곤충은 뭐야,벌,ko.dbpedia/1544,"['벌_(곤충)', '강', '곤충']"
342,./data_v3/images/120100120220622144353.jpg,물건을 담는 그릇이라는 뜻으로 불리는 것은 뭐야,용기,"ko.dbpedia/4984,ko.dbpedia/4986","['그릇', 'subject', '그릇']"
343,./data_v3/images/110101620220620164334.jpg,바이올린은 무슨 악기에 속할까,현명악기,ko.dbpedia/670,"['바이올린', 'subject', '현명악기']"
344,./data_v3/images/110600120220622131105.jpg,테디베어는 어느 나라 발명품이니,미국,ko.dbpedia/956,"['테디_베어', 'subject', '미국의_발명품']"
345,./data_v3/images/110100120220620131640.jpg,아코디언은 무슨 악기에 속하니,기명악기,ko.dbpedia/690,"['아코디언', 'subject', '기명악기']"
346,./data_v3/images/110200320220621150621.jpg,이미지 속 독일 요리는 뭐야,햄버거,ko.dbpedia/596,"['햄버거', 'subject', '미국_요리']"
347,./data_v3/images/110200220220621145541.jpg,과카몰레는 어느 나라 요리야,멕시코,ko.dbpedia/519,"['과카몰레', 'subject', '멕시코_요리']"
348,./data_v3/images/110200520220621165855.jpg,피자는 어느 나라의 요리야,이탈리아,ko.dbpedia/582,"['피자', 'subject', '이탈리아_요리']"
349,./data_v3/images/110101320220620114653.jpg,피아노는 어느 나라에서 발명된 건반 악기야,이탈리아,"ko.dbpedia/757,ko.dbpedia/758","['피아노', 'subject', '이탈리아의_발명품']:['피아노', 'subject', '건반_악기']"
350,./data_v3/images/110200320220621150445.jpg,이미지 안에 햄버거는 어느 나라 요리니,미국,ko.dbpedia/596,"['햄버거', 'subject', '미국_요리']"
351,./data_v3/images/110500220220622143337.jpg,장소를 장엄화하기 위한 목적을 가진 건축물은 뭐야,문,"ko.dbpedia/106,ko.dbpedia/109","['문', 'subject', '건축물']"
352,./data_v3/images/110201020220621154607.jpg,이미지 속 미국 요리는 무엇일까,샌드위치,ko.dbpedia/544,"['샌드위치', 'subject', '미국_요리']"
353,./data_v3/images/110400220220621141137.jpg,소화전은 무슨 시설물이야,도로 시설물,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
354,./data_v3/images/110200820220621143048.jpg,이미지 속 도넛은 어느 나라 요리니,캐나다 요리,ko.dbpedia/523,"['도넛', 'subject', '캐나다_요리']"
355,./data_v3/images/110100520220620164244.jpg,드럼은 무슨 악기에 속할까,막명악기,ko.dbpedia/655,"['드럼_세트', 'subject', '막명악기']"
356,./data_v3/images/110200520220621173430.jpg,피자는 어느 나라 발명품이니,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
357,./data_v3/images/110101220220620152707.jpg,트럼펫은 어떤 악기일까,금관 악기,ko.dbpedia/741,"['트럼펫', 'subject', '금관_악기']"
358,./data_v3/images/120100220220622151821.jpg,이미지 속 꿀벌상과에 속하는 동물은 뭐야,벌,ko.dbpedia/1548,"['벌_(곤충)', '상과', '꿀벌상과']"
359,./data_v3/images/110201020220621152525.jpg,샌드위치는 무엇의 이름을 딴 음식이지,사람,ko.dbpedia/545,"['샌드위치', 'subject', '사람_이름을_딴_음식']"
360,./data_v3/images/120100120220622135110.jpg,개미는 무엇에 속하는 곤충이니,벌목,ko.dbpedia/1367,"['개미', '목', '벌목_(곤충)']"
361,./data_v3/images/110200120220621135439.jpg,크림은 무엇에 해당하는 음식이니,유제품,ko.dbpedia/573,"['크림_(식품)', 'subject', '유제품']"
362,./data_v3/images/120100420220622173513.jpg,잠자리는 무슨 동물이야,절지동물,ko.dbpedia/1627,"['잠자리', '문', '절지동물']"
363,./data_v3/images/120100320220622160756.jpg,나비는 무엇에 속해 있니,선훼아목,ko.dbpedia/1415,"['나비', '아목', '선훼아목']"
364,./data_v3/images/110100120220620133601.jpg,이미지 속 기명악기는 뭐야,아코디언,ko.dbpedia/690,"['아코디언', 'subject', '기명악기']"
365,./data_v3/images/110101620220620164500.jpg,트럼펫은 무슨 악기일까,금관 악기,ko.dbpedia/741,"['트럼펫', 'subject', '금관_악기']"
366,./data_v3/images/120100220220622152103.jpg,이미지 속 벌목에 속한 곤충은 뭐야,벌,ko.dbpedia/1543,"['벌_(곤충)', 'subject', '벌목']"
367,./data_v3/images/110101320220620130626.jpg,이미지 속 건반악기는 뭐야,피아노,ko.dbpedia/758,"['피아노', 'subject', '건반_악기']"
368,./data_v3/images/110400220220621144258.jpg,이미지 속의 소방 설비는 무엇이니,소화전,ko.dbpedia/313,"['소화전', 'subject', '소방_설비']"
369,./data_v3/images/110200520220621180456.jpg,피자는 어떤 나라의 발명품이야,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
370,./data_v3/images/120100120220622135541.jpg,개미는 무엇에 속하는 동물일까,벌목,ko.dbpedia/1367,"['개미', '목', '벌목_(곤충)']"
371,./data_v3/images/110101720220620182553.jpg,음역이 135인 바이올린은 무슨 악기에 해당하니,현명악기,"ko.dbpedia/670,ko.dbpedia/672","['바이올린', 'subject', '현명악기']"
372,./data_v3/images/110400220220621145222.jpg,소화전은 무슨 시설물에 속할까,도로,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
373,./data_v3/images/110100520220620163326.jpg,드럼 세트는 어떤 악기일까,타악기,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
374,./data_v3/images/110101020220620163633.jpg,하프는 음역이 150인 무슨 악기일까,현명악기,"ko.dbpedia/763,ko.dbpedia/766","['하프', 'subject', '현명악기']"
375,./data_v3/images/110201020220621154409.jpg,사람 이름을 딴 미국 요리는 무엇일까,샌드위치,"ko.dbpedia/544,ko.dbpedia/545","['샌드위치', 'subject', '미국_요리']:['샌드위치', 'subject', '사람_이름을_딴_음식']"
376,./data_v3/images/110101720220620175714.jpg,바이올린은 무슨 악기에 속해,현명악기,ko.dbpedia/670,"['바이올린', 'subject', '현명악기']"
377,./data_v3/images/110200920220621144633.jpg,이미지 속 멕시코 요리는 뭐야,케이크,ko.dbpedia/570,"['케이크', 'subject', '멕시코_요리']"
378,./data_v3/images/110100720220620155643.jpg,호른은 어떤 악기에 포함되니,기명악기,ko.dbpedia/772,"['호른', 'subject', '기명악기']"
379,./data_v3/images/120100220220624114153.jpg,벌은 무슨 동물에 속해 있니,절지동물,ko.dbpedia/1547,"['벌_(곤충)', '문', '절지동물']"
380,./data_v3/images/120100220220622152411.jpg,벌은 어떤 동물이니,절지동물,ko.dbpedia/1547,"['벌_(곤충)', '문', '절지동물']"
381,./data_v3/images/110200520220621170554.jpg,피자를 발명한 나라는 어디야,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
382,./data_v3/images/120100120220622142322.jpg,개미는 무엇에 속하니,벌목,ko.dbpedia/1362,"['개미', 'subject', '벌목']"
383,./data_v3/images/110101820220621182833.jpg,키보드는 무슨 악기야,전자 악기,ko.dbpedia/732,"['키보드_(악기)', 'subject', '전자_악기']"
384,./data_v3/images/120100220220624114919.jpg,벌은 무슨 동물이야,절지동물,ko.dbpedia/1547,"['벌_(곤충)', '문', '절지동물']"
385,./data_v3/images/110101820220621113003.jpg,건반 악기에 해당하는 것은 무엇이니,키보드,ko.dbpedia/731,"['키보드_(악기)', 'subject', '건반_악기']"
386,./data_v3/images/110100120220620131808.jpg,아코디언을 문화어로는 뭐라고 하니,손풍금,"ko.dbpedia/688,ko.dbpedia/691","['아코디언', 'subject', '아코디언']"
387,./data_v3/images/110201020220621155427.jpg,이미지 속 사람 이름을 딴 미국 요리는 무엇이니,샌드위치,"ko.dbpedia/544,ko.dbpedia/545","['샌드위치', 'subject', '미국_요리']:['샌드위치', 'subject', '사람_이름을_딴_음식']"
388,./data_v3/images/110200720220621133028.jpg,프레첼은 어느 나라 요리야,독일,ko.dbpedia/575,"['프레첼', 'subject', '독일_요리']"
389,./data_v3/images/110200720220621131324.jpg,프레첼은 어느 나라의 요리일까,독일,ko.dbpedia/575,"['프레첼', 'subject', '독일_요리']"
390,./data_v3/images/110100520220620165612.jpg,드럼 세트는 어떤 악기야,타악기,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
391,./data_v3/images/110101120220620144722.jpg,마라카스는 어떤 악기야,체명악기,ko.dbpedia/661,"['마라카스', 'subject', '체명악기']"
392,./data_v3/images/110100520220620162614.jpg,드럼 세트는 무슨 악기니,타악기,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
393,./data_v3/images/120100420220622172846.jpg,이미지 속 절지동물은 무엇에 속하니,잠자리목,"ko.dbpedia/1623,ko.dbpedia/1627","['잠자리', 'subject', '잠자리목']:['잠자리', '문', '절지동물']"
394,./data_v3/images/110200920220621145512.jpg,이미지 속 멕시코 후식은 뭐야,케이크,"ko.dbpedia/567,ko.dbpedia/570","['케이크', 'subject', '후식']:['케이크', 'subject', '멕시코_요리']"
395,./data_v3/images/110200920220621151204.jpg,이미지 속의 멕시코 후식은 무엇일까,케이크,"ko.dbpedia/567,ko.dbpedia/570","['케이크', 'subject', '후식']:['케이크', 'subject', '멕시코_요리']"
396,./data_v3/images/110200820220621142907.jpg,이미지 속 캐나다 요리는 뭘까,도넛,ko.dbpedia/523,"['도넛', 'subject', '캐나다_요리']"
397,./data_v3/images/110101420220620141024.jpg,사람은 무엇에 속하는 척삭동물일까,포유류,"ko.dbpedia/3466,ko.dbpedia/3469","['사람', '강', '포유류']:['사람', '문', '척삭동물']"
398,./data_v3/images/110101020220620165601.jpg,하프는 어느 나라의 상징일까,아일랜드,ko.dbpedia/765,"['하프', 'subject', '아일랜드의_상징']"
399,./data_v3/images/110200220220621145221.jpg,이미지 안에 멕시코 요리의 소스는 무엇일까,과카몰레,"ko.dbpedia/518,ko.dbpedia/519","['과카몰레', 'subject', '멕시코_요리']"
400,./data_v3/images/120100120220622142106.jpg,이미지 속 절지동물은 무엇에 속하니,벌목,"ko.dbpedia/1362,ko.dbpedia/1368","['개미', 'subject', '벌목']:['개미', '문', '절지동물']"
401,./data_v3/images/110101720220620174650.jpg,음역이 135인 현악기의 명칭은 무엇이니,바이올린,"ko.dbpedia/671,ko.dbpedia/672","['바이올린', 'subject', '현악기']"
402,./data_v3/images/110200920220621144259.jpg,케이크는 언제 먹는 음식일까,후식,ko.dbpedia/567,"['케이크', 'subject', '후식']"
403,./data_v3/images/110101320220620131656.jpg,피아노의 발명가는 누구니,바르톨로메오 크리스토포리,"ko.dbpedia/753,ko.dbpedia/756","['피아노', 'subject', '피아노']"
404,./data_v3/images/110200820220621140641.jpg,이미지 속 반죽을 기름에 튀긴 영국 요리는 뭐지,도넛,"ko.dbpedia/520,ko.dbpedia/521","['도넛', 'subject', '영국_요리']"
405,./data_v3/images/110101820220621113002.jpg,키보드는 어떤 악기에 속하니,건반 악기,ko.dbpedia/731,"['키보드_(악기)', 'subject', '건반_악기']"
406,./data_v3/images/110200320220621155138.jpg,이미지 속 길거리 음식과 독일 요리에 해당하는 음식 이름은 무엇일까,햄버거,"ko.dbpedia/595,ko.dbpedia/597","['햄버거', 'subject', '길거리_음식']:['햄버거', 'subject', '독일_요리']"
407,./data_v3/images/110201020220621155048.jpg,이미지 속 사람 이름을 딴 음식 이름은 뭐야,샌드위치,ko.dbpedia/545,"['샌드위치', 'subject', '사람_이름을_딴_음식']"
408,./data_v3/images/110200320220621154411.jpg,샌드위치 종류이면서 미국 요리는 뭐야,햄버거,"ko.dbpedia/596,ko.dbpedia/598","['햄버거', 'subject', '미국_요리']:['햄버거', 'subject', '샌드위치']"
409,./data_v3/images/120100120220622135658.jpg,이미지 속 곤충은 뭐야,개미,ko.dbpedia/1365,"['개미', '강', '곤충']"
410,./data_v3/images/110200820220621134757.jpg,도넛은 무슨 종류의 음식이야,빵,ko.dbpedia/526,"['도넛', 'subject', '빵']"
411,./data_v3/images/110101020220621105249.jpg,이미지 속 아일랜드의 상징인 악기는 뭐야,하프,ko.dbpedia/765,"['하프', 'subject', '아일랜드의_상징']"
412,./data_v3/images/110101220220620153313.jpg,여호와가 자신을 보좌하고 섬기도록 불에서 창조했다는 영적인 존재는 뭐야,천사,"ko.dbpedia/986,ko.dbpedia/988","['천사', 'subject', '천사']"
413,./data_v3/images/120100320220622163224.jpg,나비목에 속하는 날개 달린 곤충은 뭐야,나비,"ko.dbpedia/1408,ko.dbpedia/1410","['나비', 'subject', '나비']"
414,./data_v3/images/110500220220622141034.jpg,깔개로 불리는 물건은 무엇이니,매트,ko.dbpedia/9168,"['매트', 'subject', '깔개']"
415,./data_v3/images/110200720220621131742.jpg,이미지 속 양과자는 뭐야,프레첼,ko.dbpedia/578,"['프레첼', 'subject', '양과자']"
416,./data_v3/images/120100220220624115802.jpg,이미지 속 절지동물은 뭐야,벌,ko.dbpedia/1547,"['벌_(곤충)', '문', '절지동물']"
417,./data_v3/images/110101320220620111620.jpg,이탈리아의 발명품인 악기는 어디에 속해,현명악기,"ko.dbpedia/755,ko.dbpedia/757","['피아노', 'subject', '현명악기']:['피아노', 'subject', '이탈리아의_발명품']"
418,./data_v3/images/110500320220622160000.jpg,측간이나 변소라 부르는 건축물은 뭐야,화장실,"ko.dbpedia/134,ko.dbpedia/136","['화장실', 'subject', '화장실']"
419,./data_v3/images/110400220220621144632.jpg,이미지 속 도로 시설물은 뭐야,소화전,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
420,./data_v3/images/110200320220621152617.jpg,이미지 속 기하광학인 광학 기기는 뭐니,안경,"ko.dbpedia/5335,ko.dbpedia/5336","['안경', 'subject', '광학_기기']:['안경', 'subject', '기하광학']"
421,./data_v3/images/110100720220621112141.jpg,이미지 속 금관 악기의 이름이 뭐야 ,호른,ko.dbpedia/769,"['호른', 'subject', '금관_악기']"
422,./data_v3/images/110100520220620162230.jpg,이미지 속 막명악기는 뭐니,드럼 세트,ko.dbpedia/655,"['드럼_세트', 'subject', '막명악기']"
423,./data_v3/images/120100320220622165022.jpg,나비는 무엇에 해당하는 절지동물일까,나비목,"ko.dbpedia/1413,ko.dbpedia/1414","['나비', '목', '나비목']:['나비', '문', '절지동물']"
424,./data_v3/images/110400220220621140605.jpg,소화전은 무엇에 사용되는 시설이니,소방 설비,ko.dbpedia/313,"['소화전', 'subject', '소방_설비']"
425,./data_v3/images/110100120220620130724.jpg,기타는 무슨 악기야,현명악기,ko.dbpedia/648,"['기타', 'subject', '현명악기']"
426,./data_v3/images/110400220220621140932.jpg,이미지 속 도로 시설물은 뭐야,소화전,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
427,./data_v3/images/120100120220622144529.jpg,개미는 무슨 동물이야,절지동물,ko.dbpedia/1368,"['개미', '문', '절지동물']"
428,./data_v3/images/110201020220621152723.jpg,빵 조각 사이에 햄과 치즈 등을 넣고 먹는 음식은 뭐야,샌드위치,"ko.dbpedia/542,ko.dbpedia/547","['샌드위치', 'subject', '샌드위치']"
429,./data_v3/images/110100520220620160812.jpg,이미지 속 타악기는 무엇일까,드럼 세트,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
430,./data_v3/images/110100520220620160121.jpg,드럼 세트는 무슨 악기에 속하지,타악기,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
431,./data_v3/images/110100720220620112121.jpg,음역이 130인 호른은 무슨 악기야,금관 악기,"ko.dbpedia/769,ko.dbpedia/773","['호른', 'subject', '금관_악기']"
432,./data_v3/images/110101820220621113516.jpg,키보드는 무슨 악기야,전자 악기,ko.dbpedia/732,"['키보드_(악기)', 'subject', '전자_악기']"
433,./data_v3/images/110101320220620131846.jpg,이탈리아에서 발명된 현명악기 이름은 뭐지,피아노,"ko.dbpedia/755,ko.dbpedia/757","['피아노', 'subject', '현명악기']:['피아노', 'subject', '이탈리아의_발명품']"
434,./data_v3/images/110400220220621145731.jpg,소화전은 어떤 시설물이야,도로 시설물,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
435,./data_v3/images/110100120220620135056.jpg,이미지 속 기명악기의 이름은 무엇일까,아코디언,ko.dbpedia/690,"['아코디언', 'subject', '기명악기']"
436,./data_v3/images/120100120220622145402.jpg,개미는 어떤 동물일까,절지동물,ko.dbpedia/1368,"['개미', '문', '절지동물']"
437,./data_v3/images/110200820220621141133.jpg,이미지 속의 영국 요리는 무엇이니,도넛,ko.dbpedia/521,"['도넛', 'subject', '영국_요리']"
438,./data_v3/images/120100320220622161658.jpg,이미지 속 곤충은 무슨 하목에 해당할까,이맥하목,"ko.dbpedia/1411,ko.dbpedia/1416","['나비', '강', '곤충']"
439,./data_v3/images/110101020220620164716.jpg,하프는 어떤 악기야,현명악기,ko.dbpedia/763,"['하프', 'subject', '현명악기']"
440,./data_v3/images/110400220220621142000.jpg,이미지 속 소방 설비는 뭐야,소화전,ko.dbpedia/313,"['소화전', 'subject', '소방_설비']"
441,./data_v3/images/110200520220621174632.jpg,피자는 어느 나라의 발명품일까,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
442,./data_v3/images/110101320220620113601.jpg,피아노는 어느 나라 발명품이니,이탈리아,ko.dbpedia/757,"['피아노', 'subject', '이탈리아의_발명품']"
443,./data_v3/images/110600120220622133141.jpg,테디베어는 어느 나라 발명품이니,미국,ko.dbpedia/956,"['테디_베어', 'subject', '미국의_발명품']"
444,./data_v3/images/120100220220622150821.jpg,벌은 무슨 동물이야,절지동물,ko.dbpedia/1547,"['벌_(곤충)', '문', '절지동물']"
445,./data_v3/images/120100220220624115309.jpg,벌은 무슨 부류에 속해 있어,벌목,"ko.dbpedia/1540,ko.dbpedia/1542","['벌_(곤충)', 'subject', '벌']"
446,./data_v3/images/110600120220622132939.jpg,테디 베어는 어느나라 발명품이야,미국,ko.dbpedia/956,"['테디_베어', 'subject', '미국의_발명품']"
447,./data_v3/images/110101420220620135341.jpg,아돌프 삭스가 벨기에에서 발명한 악기는 무엇이니,색소폰,"ko.dbpedia/680,ko.dbpedia/681","['색소폰', 'subject', '벨기에의_발명품']:['색소폰', '발명가', '아돌프_삭스']"
448,./data_v3/images/110200720220621133736.jpg,프레첼은 무슨 나라의 요리니,독일 ,ko.dbpedia/575,"['프레첼', 'subject', '독일_요리']"
449,./data_v3/images/110200520220621165525.jpg,이미지 속 음식은 어느 나라 발명품이니,이탈리아,ko.dbpedia/583,"['피자', 'subject', '이탈리아의_발명품']"
450,./data_v3/images/110400220220621143033.jpg,소화전은 무슨 시설물이야,도로 시설물,ko.dbpedia/314,"['소화전', 'subject', '도로_시설물']"
451,./data_v3/images/110200920220621151253.jpg,이미지 속 멕시코 요리는 무엇일까,케이크,ko.dbpedia/570,"['케이크', 'subject', '멕시코_요리']"
452,./data_v3/images/110100320220620153617.jpg,첼로는 무슨 악기에 속하니,현악기,ko.dbpedia/725,"['첼로', 'subject', '현악기']"
453,./data_v3/images/110400220220621135825.jpg,이미지 속 소방 설비는 무슨 시설물이야,도로,"ko.dbpedia/313,ko.dbpedia/314","['소화전', 'subject', '소방_설비']:['소화전', 'subject', '도로_시설물']"
454,./data_v3/images/110200520220621175727.jpg,피자는 어느 나라 요리니,이탈리아,ko.dbpedia/582,"['피자', 'subject', '이탈리아_요리']"
455,./data_v3/images/110500220220622134627.jpg,사람이나 물건이 드나들 수 있도록 벽을 터놓은 것은 무엇이니,문,ko.dbpedia/108,"['문', 'subject', '문']"
456,./data_v3/images/110200820220621143219.jpg,이미지 속의 캐나다 요리의 이름은 무엇이니,도넛,ko.dbpedia/523,"['도넛', 'subject', '캐나다_요리']"
457,./data_v3/images/110200820220621142345.jpg,이미지 속 영국 요리는 무엇일까,도넛,ko.dbpedia/521,"['도넛', 'subject', '영국_요리']"
458,./data_v3/images/110101820220621113000.jpg,키보드는 무슨 악기에 속할까,전자 악기,ko.dbpedia/732,"['키보드_(악기)', 'subject', '전자_악기']"
459,./data_v3/images/110200920220621150524.jpg,이미지 속 후식으로 먹는 프랑스 요리는 뭐지,케이크,"ko.dbpedia/567,ko.dbpedia/568","['케이크', 'subject', '후식']:['케이크', 'subject', '프랑스_요리']"
460,./data_v3/images/120100320220622155909.jpg,이미지 속 나비목에 속하는 날개 달린 곤충은 무엇이니,나비,"ko.dbpedia/1408,ko.dbpedia/1410","['나비', 'subject', '나비']"
461,./data_v3/images/110200920220621145615.jpg, 달걀과 밀가루 그리고 설탕을 이용해 구운 디저트는 뭐니,케이크,"ko.dbpedia/565,ko.dbpedia/569","['케이크', 'subject', '케이크']"
462,./data_v3/images/110200920220621150955.jpg,이미지 안에 프랑스 요리는 무엇에 해당하는 음식이니,후식,"ko.dbpedia/567,ko.dbpedia/568","['케이크', 'subject', '후식']:['케이크', 'subject', '프랑스_요리']"
463,./data_v3/images/110200520220621175244.jpg,피자는 어느 나라의 요리야,이탈리아,ko.dbpedia/582,"['피자', 'subject', '이탈리아_요리']"
464,./data_v3/images/110200920220621150058.jpg,이미지 속 프랑스 요리는 무엇일까,케이크,ko.dbpedia/568,"['케이크', 'subject', '프랑스_요리']"
465,./data_v3/images/110101820220621114110.jpg,키보드는 어떤 악기일까,건반 악기,ko.dbpedia/731,"['키보드_(악기)', 'subject', '건반_악기']"
466,./data_v3/images/110500320220622150918.jpg,변소 또는 측간이라 부르는 시설은 무엇이니,화장실,ko.dbpedia/136,"['화장실', 'subject', '화장실']"
467,./data_v3/images/110200820220621135258.jpg,이미지 속 중국 요리는 뭐야,도넛,ko.dbpedia/524,"['도넛', 'subject', '중국_요리']"
468,./data_v3/images/110100520220620164434.jpg,이미지 속 타악기는 뭐야,드럼 세트,ko.dbpedia/654,"['드럼_세트', 'subject', '타악기']"
469,./data_v3/images/110201020220621155216.jpg,샌드위치는 무엇의 이름을 딴 음식이야,사람,ko.dbpedia/545,"['샌드위치', 'subject', '사람_이름을_딴_음식']"
